id;name
USD;Доллар США
EUR;Евро
RUB;Российский рубль
GBP;Фунт стерлингов
JPY;Японская иена
CNY;Китайский юань
CHF;Швейцарский франк
AUD;Австралийский доллар
CAD;Канадский доллар
SEK;Шведская крона
NOK;Норвежская крона
BRL;Бразильский реал
INR;Индийская рупия
KZT;Казахстанский тенге
UAH;Украинская гривна
BYN;Белорусский рубль
TRY;Турецкая лира
ZAR;Южноафриканский рэнд
HKD;Гонконгский доллар
SGD;Сингапурский доллар
